0,name,url,hdd_ssd,capacity,rpm0/read1,cache0/write1,PRICE
0,WESTERN DIGITAL WD60EZAZ-RT [6TB SATA600 5400],https://kakaku.com/item/K0001133799/,0,6000.0,5400.0,256000.0,10946.0
1,SEAGATE ST8000DM004 [8TB SATA600 5400],https://kakaku.com/item/K0001026180/,0,8000.0,5400.0,256000.0,13965.0
2,WESTERN DIGITAL WD40EZRZ-RT2 [4TB SATA600 5400],https://kakaku.com/item/K0000927098/,0,4000.0,5400.0,64000.0,8550.0
3,SEAGATE ST4000DM004 [4TB SATA600 5400],https://kakaku.com/item/K0000983050/,0,4000.0,5400.0,256000.0,7558.0
4,WESTERN DIGITAL WD80EFAX [8TB SATA600 5400],https://kakaku.com/item/K0001058221/,0,8000.0,5400.0,256000.0,25273.0
5,SEAGATE ST6000DM003 [6TB SATA600 5400],https://kakaku.com/item/K0001026181/,0,6000.0,5400.0,256000.0,10599.0
6,東芝 DT01ACA200 [2TB SATA600 7200],https://kakaku.com/item/K0000406684/,0,2000.0,7200.0,64000.0,5551.0
7,東芝 DT01ACA100 [1TB SATA600 7200],https://kakaku.com/item/K0000391558/,0,1000.0,7200.0,32000.0,3938.0
8,WESTERN DIGITAL WD20EZAZ-RT [2TB SATA600 5400],https://kakaku.com/item/K0001098284/,0,2000.0,5400.0,256000.0,6356.0
9,SEAGATE ST2000DM008 [2TB SATA600 7200],https://kakaku.com/item/K0001101158/,0,2000.0,7200.0,256000.0,6497.0
10,東芝 MD05ACA800 [8TB SATA600 7200],https://kakaku.com/item/K0000964013/,0,8000.0,7200.0,128000.0,18945.0
11,WESTERN DIGITAL WD20EFAX-RT [2TB SATA600 5400],https://kakaku.com/item/K0001150830/,0,2000.0,5400.0,256000.0,9363.0
12,WESTERN DIGITAL WD40EFRX-RT2 [4TB SATA600 5400],https://kakaku.com/item/K0000927099/,0,4000.0,5400.0,64000.0,15912.0
13,SEAGATE ST4000VN008 [4TB SATA600 5900],https://kakaku.com/item/K0000896131/,0,4000.0,5900.0,64000.0,12078.0
14,WESTERN DIGITAL WD60EFAX-RT [6TB SATA600 5400],https://kakaku.com/item/K0001135667/,0,6000.0,5400.0,256000.0,22380.0
16,WESTERN DIGITAL WD10EZEX [1TB SATA600 7200],https://kakaku.com/item/K0000385373/,0,1000.0,7200.0,64000.0,5253.0
17,WESTERN DIGITAL WD30EFRX [3TB SATA600 5400],https://kakaku.com/item/K0000401036/,0,3000.0,5400.0,64000.0,11480.0
18,WESTERN DIGITAL WD40PURZ [4TB SATA600 5400],https://kakaku.com/item/K0000966644/,0,4000.0,5400.0,64000.0,11435.0
19,SEAGATE ST3000DM007 [3TB SATA600 5400],https://kakaku.com/item/K0001023197/,0,3000.0,5400.0,256000.0,7150.0
20,WESTERN DIGITAL WD30EZRZ-RT [3TB SATA600 5400],https://kakaku.com/item/K0000820181/,0,3000.0,5400.0,64000.0,7348.0
21,東芝 DT01ACA300 [3TB SATA600 7200],https://kakaku.com/item/K0000406683/,0,3000.0,7200.0,64000.0,7141.0
22,SEAGATE ST1000DM010 [1TB SATA600 7200],https://kakaku.com/item/K0000919026/,0,1000.0,7200.0,64000.0,4329.0
23,SEAGATE ST2000DM005 [2TB SATA600 5400],https://kakaku.com/item/K0001075415/,0,2000.0,5400.0,256000.0,5855.0
24,WESTERN DIGITAL WD82PURZ [8TB SATA600 7200],https://kakaku.com/item/K0001160217/,0,8000.0,7200.0,256000.0,24058.0
26,WESTERN DIGITAL WD20PURZ [2TB SATA600 5400],https://kakaku.com/item/K0000966642/,0,2000.0,5400.0,64000.0,7186.0
27,WESTERN DIGITAL WD100EFAX [10TB SATA600 5400],https://kakaku.com/item/K0000972162/,0,10000.0,5400.0,256000.0,35580.0
29,SEAGATE ST16000VN001 [16TB SATA600 7200],https://kakaku.com/item/K0001177767/,0,16000.0,7200.0,256000.0,58980.0
30,WESTERN DIGITAL WD120EFAX [12TB SATA600 5400],https://kakaku.com/item/K0001163678/,0,12000.0,5400.0,256000.0,44779.0
33,WESTERN DIGITAL WD30PURZ [3TB SATA600 5400],https://kakaku.com/item/K0000966643/,0,3000.0,5400.0,64000.0,8954.0
34,東芝 DT01ACA050 [500GB SATA600 7200],https://kakaku.com/item/K0000391560/,0,500.0,7200.0,32000.0,4036.0
35,SEAGATE ST500DM009 [500GB SATA600 7200],https://kakaku.com/item/K0000903571/,0,500.0,7200.0,32000.0,4639.0
36,WESTERN DIGITAL WD6003FZBX [6TB SATA600 7200],https://kakaku.com/item/K0001035975/,0,6000.0,7200.0,256000.0,26508.0
37,SEAGATE ST8000VN0022 [8TB SATA600 7200],https://kakaku.com/item/K0000896129/,0,8000.0,7200.0,256000.0,22880.0
39,WESTERN DIGITAL WD10EFRX [1TB SATA600 5400],https://kakaku.com/item/K0000401034/,0,1000.0,5400.0,64000.0,7867.0
40,SEAGATE ST8000VN004 [8TB SATA600 7200],https://kakaku.com/item/K0001174592/,0,8000.0,7200.0,256000.0,24728.0
41,WESTERN DIGITAL WD10PURZ [1TB SATA600 5400],https://kakaku.com/item/K0000966641/,0,1000.0,5400.0,64000.0,5777.0
42,SEAGATE ST2000VN004 [2TB SATA600 5900],https://kakaku.com/item/K0000896133/,0,2000.0,5900.0,64000.0,8930.0
43,WESTERN DIGITAL WD60PURZ [6TB SATA600 5400],https://kakaku.com/item/K0000966645/,0,6000.0,5400.0,64000.0,18977.0
44,SEAGATE ST14000VN0008 [14TB SATA600 7200],https://kakaku.com/item/K0001090643/,0,14000.0,7200.0,256000.0,49879.0
46,WESTERN DIGITAL WD1003FZEX [1TB SATA600 7200],https://kakaku.com/item/K0000596579/,0,1000.0,7200.0,64000.0,7933.0
47,SEAGATE ST3000VN007 [3TB SATA600 5900],https://kakaku.com/item/K0000896132/,0,3000.0,5900.0,64000.0,10303.0
48,WESTERN DIGITAL WD2500AAKX [250GB SATA600 7200],https://kakaku.com/item/K0000315145/,0,250.0,7200.0,16000.0,2176.0
50,SEAGATE ST6000VN0033 [6TB SATA600 7200],https://kakaku.com/item/K0001026182/,0,6000.0,7200.0,256000.0,18888.0
51,WESTERN DIGITAL WD4003FRYZ [4TB SATA600 7200],https://kakaku.com/item/K0001207347/,0,4000.0,7200.0,256000.0,21500.0
53,WESTERN DIGITAL WD121KRYZ [12TB SATA600 7200],https://kakaku.com/item/K0000999796/,0,12000.0,7200.0,256000.0,55480.0
54,WESTERN DIGITAL WD140EFFX [14TB SATA600 5400],https://kakaku.com/item/K0001215996/,0,14000.0,5400.0,512000.0,62600.0
55,WESTERN DIGITAL WD3200AAJS (320G SATA300 7200),https://kakaku.com/item/05302515805/,0,320.0,7200.0,8000.0,2800.0
56,WESTERN DIGITAL WD5000AAKX [500GB SATA600 7200],https://kakaku.com/item/K0000164534/,0,500.0,7200.0,16000.0,4277.0
58,WESTERN DIGITAL WD5000AZRZ-RT [500GB SATA600 5400],https://kakaku.com/item/K0000820665/,0,500.0,5400.0,64000.0,5250.0
59,SEAGATE ST12000VN0008 [12TB SATA600 7200],https://kakaku.com/item/K0001167551/,0,12000.0,7200.0,256000.0,39930.0
62,WESTERN DIGITAL HUS726T6TALE6L4 [6TB SATA600 7200],https://kakaku.com/item/K0001114936/,0,6000.0,7200.0,256000.0,28200.0
63,SEAGATE ST1000VN002 [1TB SATA600 5900],https://kakaku.com/item/K0000896134/,0,1000.0,5900.0,64000.0,6813.0
64,WESTERN DIGITAL WD2005FBYZ [2TB SATA600 7200],https://kakaku.com/item/K0000922235/,0,2000.0,7200.0,128000.0,13750.0
65,SEAGATE ST10000VN0004 [10TB SATA600 7200],https://kakaku.com/item/K0000896128/,0,10000.0,7200.0,256000.0,33006.0
66,WESTERN DIGITAL WD6400AAKS (640G SATA300 7200),https://kakaku.com/item/05302515863/,0,640.0,7200.0,16000.0,3264.0
67,WESTERN DIGITAL WD1005FBYZ [1TB SATA600 7200],https://kakaku.com/item/K0000952001/,0,1000.0,7200.0,128000.0,9880.0
68,WESTERN DIGITAL WD4005FZBX [4TB SATA600 7200],https://kakaku.com/item/K0001035976/,0,4000.0,7200.0,256000.0,21610.0
70,WESTERN DIGITAL WD5000AZLX [500GB SATA600 7200],https://kakaku.com/item/K0000449787/,0,500.0,7200.0,32000.0,4799.0
71,SEAGATE ST3160215ACE [160GB U100 7200],https://kakaku.com/item/K0000364318/,0,160.0,7200.0,2000.0,5980.0
73,HGST HUS722T2TALA604 [2TB SATA600 7200],https://kakaku.com/item/K0001051522/,0,2000.0,7200.0,128000.0,15239.0
74,WESTERN DIGITAL WUH721414ALE6L4 [14TB SATA600 7200],https://kakaku.com/item/K0001127995/,0,14000.0,7200.0,512000.0,66578.0
75,SEAGATE ST2000DX002 [2TB SATA600 7200],https://kakaku.com/item/K0000913438/,0,2000.0,7200.0,64000.0,10208.0
78,WESTERN DIGITAL WD60EFRX [6TB SATA600 5400],https://kakaku.com/item/K0000678035/,0,6000.0,5400.0,64000.0,23980.0
79,WESTERN DIGITAL WD8004FRYZ [8TB SATA600 7200],https://kakaku.com/item/K0001207348/,0,8000.0,7200.0,256000.0,38055.0
80,HGST HUH721212ALE600 [12TB SATA600 7200],https://kakaku.com/item/K0000996123/,0,12000.0,7200.0,256000.0,54000.0
81,WESTERN DIGITAL HUS726T4TALA6L4 [4TB SATA600 7200],https://kakaku.com/item/K0001114935/,0,4000.0,7200.0,256000.0,21349.0
82,WESTERN DIGITAL WD4003FFBX [4TB SATA600 7200],https://kakaku.com/item/K0001046063/,0,4000.0,7200.0,256000.0,22880.0
83,WESTERN DIGITAL WD102PURZ [10TB SATA600 7200],https://kakaku.com/item/K0001221780/,0,10000.0,7200.0,256000.0,31801.0
84,SEAGATE ST14000NE0008 [14TB SATA600 7200],https://kakaku.com/item/K0001090644/,0,14000.0,7200.0,256000.0,50780.0
85,WESTERN DIGITAL WD141KRYZ [14TB SATA600 7200],https://kakaku.com/item/K0001207349/,0,14000.0,7200.0,512000.0,70706.0
86,SEAGATE ST380215ACE [80GB U100 7200],https://kakaku.com/item/K0000364320/,0,80.0,7200.0,2000.0,3950.0
88,WESTERN DIGITAL WD20EFRX [2TB SATA600 5400],https://kakaku.com/item/K0000401035/,0,2000.0,5400.0,64000.0,9900.0
90,WESTERN DIGITAL WD2003FZEX [2TB SATA600 7200],https://kakaku.com/item/K0000596578/,0,2000.0,7200.0,64000.0,14938.0
91,SEAGATE ST4000NE001 [4TB SATA600 7200],https://kakaku.com/item/K0001192619/,0,4000.0,7200.0,128000.0,19980.0
92,SEAGATE ST6000DM004 [6TB SATA600 7200],https://kakaku.com/item/K0000930242/,0,6000.0,7200.0,256000.0,20600.0
93,WESTERN DIGITAL WD6003FRYZ [6TB SATA600 7200],https://kakaku.com/item/K0001207346/,0,6000.0,7200.0,256000.0,29778.0
94,HGST HUH721010ALE604 [10TB SATA600 7200],https://kakaku.com/item/K0000835204/,0,10000.0,7200.0,256000.0,49000.0
98,SEAGATE ST10000VX0004 [10TB SATA600 7200],https://kakaku.com/item/K0000930253/,0,10000.0,7200.0,256000.0,33580.0
99,HGST HUH721008ALE600 [8TB SATA600 7200],https://kakaku.com/item/K0000835197/,0,8000.0,7200.0,256000.0,41200.0
101,WESTERN DIGITAL WD2002FFSX [2TB SATA600 7200],https://kakaku.com/item/K0000921987/,0,2000.0,7200.0,64000.0,14441.0
102,WESTERN DIGITAL WD6003FFBX [6TB SATA600 7200],https://kakaku.com/item/K0001044791/,0,6000.0,7200.0,256000.0,29480.0
103,SEAGATE ST10000VN0008 [10TB SATA600 7200],https://kakaku.com/item/K0001167552/,0,10000.0,7200.0,256000.0,34800.0
104,WESTERN DIGITAL HUS728T8TALE6L4 [8TB SATA600 7200],https://kakaku.com/item/K0001114938/,0,8000.0,7200.0,256000.0,38045.0
105,WESTERN DIGITAL WD101KFBX [10TB SATA600 7200],https://kakaku.com/item/K0000972161/,0,10000.0,7200.0,256000.0,49700.0
106,SEAGATE ST10000NE0008 [10TB SATA600 7200],https://kakaku.com/item/K0001167553/,0,10000.0,7200.0,256000.0,53000.0
107,WESTERN DIGITAL HUH721212ALE604 [12TB SATA600 7200],https://kakaku.com/item/K0001127994/,0,12000.0,7200.0,256000.0,59675.0
108,WESTERN DIGITAL WD121KFBX [12TB SATA600 7200],https://kakaku.com/item/K0001163679/,0,12000.0,7200.0,256000.0,63574.0
109,SEAGATE ST16000NE000 [16TB SATA600 7200],https://kakaku.com/item/K0001179848/,0,16000.0,7200.0,256000.0,69739.0
111,SEAGATE ST1000DM003 [1TB SATA600 7200],https://kakaku.com/item/K0000313504/,0,1000.0,7200.0,64000.0,4846.0
113,WESTERN DIGITAL WD10EZRZ-RT [1TB SATA600 5400],https://kakaku.com/item/K0000820662/,0,1000.0,5400.0,64000.0,5929.0
116,HGST HUS722T1TALA604 [1TB SATA600 7200],https://kakaku.com/item/K0000935362/,0,1000.0,7200.0,128000.0,10361.0
117,SEAGATE ST2000NE0025 [2TB SATA600 7200],https://kakaku.com/item/K0000951728/,0,2000.0,7200.0,128000.0,13033.0
119,WESTERN DIGITAL WD8003FFBX [8TB SATA600 7200],https://kakaku.com/item/K0001058220/,0,8000.0,7200.0,256000.0,40499.0
120,SEAGATE ST10000DM0004 [10TB SATA600 7200],https://kakaku.com/item/K0000909153/,0,10000.0,7200.0,256000.0,45244.0
121,WESTERN DIGITAL WD141KFGX [14TB SATA600 7200],https://kakaku.com/item/K0001220515/,0,14000.0,7200.0,512000.0,72800.0
124,東芝 DT01ACA200BOX [2TB SATA 7200],https://kakaku.com/item/K0000438644/,0,2000.0,7200.0,64000.0,8860.0
125,東芝 DT01ABA200V [2TB SATA600 5700],https://kakaku.com/item/K0000406695/,0,2000.0,5700.0,32000.0,8900.0
126,HGST HUS724020ALA640 [2TB SATA600 7200],https://kakaku.com/item/K0000506548/,0,2000.0,7200.0,64000.0,9008.0
127,SEAGATE ST2000DL003 [2TB SATA600 5900],https://kakaku.com/item/K0000183490/,0,2000.0,5900.0,64000.0,9494.0
128,SEAGATE ST1000NM0008 [1TB SATA600 7200],https://kakaku.com/item/K0001035507/,0,1000.0,7200.0,128000.0,9628.0
130,SEAGATE ST2000NM0008 [2TB SATA600 7200],https://kakaku.com/item/K0001035506/,0,2000.0,7200.0,128000.0,13420.0
131,SEAGATE ST4000NM0035 [4TB SATA600 7200],https://kakaku.com/item/K0001051523/,0,4000.0,7200.0,128000.0,23100.0
132,WESTERN DIGITAL WD6002FZWX [6TB SATA600 7200],https://kakaku.com/item/K0000940285/,0,6000.0,7200.0,128000.0,32565.0
133,WESTERN DIGITAL WD101PURZ [10TB SATA600 7200],https://kakaku.com/item/K0001078043/,0,10000.0,7200.0,256000.0,34580.0
134,SEAGATE ST10000NM0086 [10TB SATA600 7200],https://kakaku.com/item/K0001051525/,0,10000.0,7200.0,256000.0,42569.0
135,WESTERN DIGITAL WD102KRYZ [10TB SATA600 7200],https://kakaku.com/item/K0001220516/,0,10000.0,7200.0,256000.0,47495.0
136,HGST HUH721010ALE600 [10TB SATA600 7200],https://kakaku.com/item/K0000835196/,0,10000.0,7200.0,256000.0,48900.0
138,SEAGATE ST3500418AS (500GB SATA300 7200),https://kakaku.com/item/K0000014805/,0,500.0,7200.0,16000.0,4154.0
140,東芝 DT01ABA100V [1TB SATA600 5700],https://kakaku.com/item/K0000406697/,0,1000.0,5700.0,32000.0,6480.0
142,WESTERN DIGITAL WD05PURZ [500GB SATA600 5400],https://kakaku.com/item/K0000966640/,0,500.0,5400.0,64000.0,7185.0
143,SEAGATE ST31000528AS (1TB SATA300 7200),https://kakaku.com/item/K0000014807/,0,1000.0,7200.0,32000.0,7319.0
144,WESTERN DIGITAL WD1001FALS (1TB SATA300 7200),https://kakaku.com/item/05302515903/,0,1000.0,7200.0,32000.0,7417.0
150,東芝 DT01ABA300V [3TB SATA600 5940],https://kakaku.com/item/K0000406694/,0,3000.0,5940.0,32000.0,9980.0
152,WESTERN DIGITAL WD2503ABYZ [250GB SATA600 7200],https://kakaku.com/item/K0000651713/,0,250.0,7200.0,64000.0,10181.0
157,WESTERN DIGITAL WD40EFRX [4TB SATA600 5400],https://kakaku.com/item/K0000573468/,0,4000.0,5400.0,64000.0,18655.0
158,WESTERN DIGITAL WD4002FYYZ [4TB SATA600 7200],https://kakaku.com/item/K0000872594/,0,4000.0,7200.0,128000.0,19600.0
160,SEAGATE ST3000NM0005 [3TB SATA600 7200],https://kakaku.com/item/K0000956538/,0,3000.0,7200.0,128000.0,23759.0
161,SEAGATE ST6000NE000 [6TB SATA600 7200],https://kakaku.com/item/K0001192618/,0,6000.0,7200.0,256000.0,31479.0
163,SEAGATE ST8000NE001 [8TB SATA600 7200],https://kakaku.com/item/K0001192617/,0,8000.0,7200.0,256000.0,32978.0
164,SEAGATE ST8000NE0004 [8TB SATA600 7200],https://kakaku.com/item/K0000980073/,0,8000.0,7200.0,256000.0,34429.0
166,SEAGATE ST8000NE0021 [8TB SATA600 7200],https://kakaku.com/item/K0000930245/,0,8000.0,7200.0,256000.0,48920.0
167,SEAGATE ST10000NM0016 [10TB SATA600 7200],https://kakaku.com/item/K0000870039/,0,10000.0,7200.0,256000.0,50738.0
168,WESTERN DIGITAL WD140PURZ [14TB SATA600 7200],https://kakaku.com/item/K0001221781/,0,14000.0,7200.0,512000.0,55787.0
169,HGST HUS726060ALA640 [6TB SATA600 7200],https://kakaku.com/item/K0000591565/,0,6000.0,7200.0,64000.0,59160.0
172,SEAGATE ST1000NM0011 [1TB SATA600 7200],https://kakaku.com/item/K0000276899/,0,1000.0,7200.0,64000.0,4648.0
173,SEAGATE ST1500DL003 [1.5TB SATA600 5900],https://kakaku.com/item/K0000185739/,0,1500.0,5900.0,64000.0,5736.0
174,東芝 DT01ABA050V [500GB SATA600 5700],https://kakaku.com/item/K0000406699/,0,500.0,5700.0,32000.0,5800.0
175,東芝 DT01ACA050BOX [500GB SATA 7200],https://kakaku.com/item/K0000438642/,0,500.0,7200.0,32000.0,6322.0
176,東芝 DT01ACA100BOX [1TB SATA 7200],https://kakaku.com/item/K0000438643/,0,1000.0,7200.0,32000.0,6390.0
178,ロジテック 【直販モデル】 LHD-DA10SAKWGP [1TB SATA300],https://kakaku.com/item/K0000343347/,0,1000.0,5400.0,64000.0,6600.0
179,WESTERN DIGITAL WD5002AALX [500GB SATA600 7200],https://kakaku.com/item/K0000221784/,0,500.0,7200.0,32000.0,6658.0
181,WESTERN DIGITAL WD5003AZEX [500GB SATA600 7200],https://kakaku.com/item/K0000411658/,0,500.0,7200.0,64000.0,7952.0
182,ロジテック 【直販モデル】 LHD-DA20SAKWGP [2TB SATA300],https://kakaku.com/item/K0000343349/,0,2000.0,5400.0,64000.0,8030.0
183,東芝 MK2002TSKB [2TB SATA300 7200],https://kakaku.com/item/K0000184544/,0,2000.0,7200.0,64000.0,9200.0
