,clock,core,thread,is_L2,L2,is_L3,L3,is_smart_cache,smart_cache,PRICE
26,2.2,6.0,12.0,0.0,0.0,0.0,0.0,1.0,15000.0,228195.0
27,2.2,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16000.0,392697.0
28,2.2,10.0,20.0,0.0,0.0,0.0,0.0,1.0,25000.0,81278.0
29,2.2,10.0,20.0,0.0,0.0,1.0,13750.0,0.0,0.0,89979.0
30,2.2,10.0,20.0,0.0,0.0,1.0,14000.0,0.0,0.0,62490.0
31,2.2,12.0,24.0,0.0,0.0,0.0,0.0,1.0,30000.0,148499.0
32,2.2,12.0,24.0,0.0,0.0,1.0,17000.0,0.0,0.0,86450.0
33,2.2,14.0,28.0,0.0,0.0,1.0,19250.0,0.0,0.0,185790.0
34,2.2,16.0,32.0,0.0,0.0,1.0,64000.0,0.0,0.0,81399.0
35,2.2,18.0,36.0,0.0,0.0,1.0,25000.0,0.0,0.0,193480.0
36,2.2,32.0,64.0,0.0,0.0,1.0,64000.0,0.0,0.0,711259.0
37,2.3,16.0,32.0,0.0,0.0,1.0,22000.0,0.0,0.0,160880.0
38,2.3,18.0,36.0,0.0,0.0,0.0,0.0,1.0,45000.0,338799.0
39,2.3,18.0,36.0,0.0,0.0,1.0,24750.0,0.0,0.0,299890.0
40,2.3,24.0,48.0,0.0,0.0,1.0,64000.0,0.0,0.0,426689.0
41,2.4,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,25173.0
42,2.4,6.0,12.0,0.0,0.0,0.0,0.0,1.0,15000.0,271440.0
43,2.4,8.0,16.0,0.0,0.0,0.0,0.0,1.0,20000.0,88046.0
44,2.4,10.0,20.0,0.0,0.0,0.0,0.0,1.0,25000.0,96580.0
45,2.4,14.0,28.0,0.0,0.0,0.0,0.0,1.0,35000.0,219999.0
46,2.4,16.0,32.0,0.0,0.0,1.0,64000.0,0.0,0.0,109999.0
47,2.4,20.0,40.0,0.0,0.0,1.0,27500.0,0.0,0.0,378990.0
48,2.5,10.0,20.0,0.0,0.0,0.0,0.0,1.0,25000.0,169800.0
49,2.5,14.0,28.0,0.0,0.0,1.0,19000.0,0.0,0.0,264815.0
50,2.5,20.0,40.0,0.0,0.0,1.0,28000.0,0.0,0.0,381670.0
51,2.5,28.0,56.0,0.0,0.0,1.0,38500.0,0.0,0.0,579699.0
52,2.6,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3000.0,9999.0
53,2.6,4.0,8.0,0.0,0.0,1.0,8250.0,0.0,0.0,61929.0
54,2.6,14.0,28.0,0.0,0.0,0.0,0.0,1.0,35000.0,259599.0
55,2.6,16.0,32.0,0.0,0.0,1.0,22000.0,0.0,0.0,360990.0
56,2.6,18.0,36.0,0.0,0.0,1.0,24750.0,0.0,0.0,166980.0
57,2.6,18.0,36.0,0.0,0.0,1.0,25000.0,0.0,0.0,311980.0
58,2.7,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,22622.0
59,2.7,8.0,16.0,0.0,0.0,0.0,0.0,1.0,20000.0,856949.0
60,2.7,24.0,48.0,0.0,0.0,1.0,33000.0,0.0,0.0,434380.0
61,2.8,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,6780.0
62,2.8,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,29890.0
63,2.8,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,21530.0
64,2.8,16.0,32.0,0.0,0.0,1.0,22000.0,0.0,0.0,142780.0
65,2.9,2.0,2.0,0.0,0.0,1.0,2000.0,0.0,0.0,4785.0
66,2.9,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,42020.0
67,2.9,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,17277.0
68,2.9,6.0,6.0,0.0,0.0,0.0,0.0,1.0,15000.0,392738.0
69,2.9,6.0,6.0,0.0,0.0,1.0,9000.0,0.0,0.0,22110.0
70,2.9,12.0,24.0,0.0,0.0,1.0,16500.0,0.0,0.0,99880.0
71,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,5725.0
72,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,22800.0
73,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,25260.0
74,3.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,23314.0
75,3.0,6.0,6.0,0.0,0.0,1.0,9000.0,0.0,0.0,21969.0
76,3.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,12000.0,37378.0
77,3.0,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,30327.0
78,3.0,10.0,20.0,0.0,0.0,0.0,0.0,1.0,25000.0,240099.0
79,3.0,10.0,20.0,0.0,0.0,1.0,25000.0,0.0,0.0,139800.0
80,3.0,12.0,24.0,0.0,0.0,0.0,0.0,1.0,30000.0,265979.0
81,3.0,18.0,36.0,0.0,0.0,0.0,0.0,1.0,24750.0,116460.0
82,3.0,18.0,36.0,0.0,0.0,1.0,24750.0,0.0,0.0,147710.0
83,3.0,24.0,48.0,1.0,12000.0,1.0,64000.0,0.0,0.0,76978.0
84,3.0,32.0,64.0,1.0,16000.0,1.0,64000.0,0.0,0.0,183130.0
85,3.1,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,4790.0
86,3.1,4.0,4.0,1.0,2000.0,1.0,8000.0,0.0,0.0,11467.0
87,3.1,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,26180.0
88,3.1,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16000.0,52662.0
89,3.1,10.0,20.0,0.0,0.0,0.0,0.0,1.0,25000.0,270424.0
90,3.1,14.0,28.0,0.0,0.0,1.0,19250.0,0.0,0.0,117480.0
91,3.1,16.0,32.0,0.0,0.0,0.0,0.0,1.0,22000.0,100982.0
92,3.1,28.0,56.0,0.0,0.0,1.0,38500.0,0.0,0.0,387000.0
93,3.2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,7095.0
94,3.2,2.0,2.0,0.0,0.0,1.0,2000.0,0.0,0.0,5147.0
95,3.2,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,19955.0
96,3.2,2.0,4.0,1.0,1024.0,1.0,4000.0,0.0,0.0,5256.0
97,3.2,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,19980.0
98,3.2,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,39980.0
99,3.2,6.0,12.0,1.0,3000.0,1.0,16000.0,0.0,0.0,13398.0
100,3.2,8.0,16.0,0.0,0.0,1.0,24750.0,0.0,0.0,267790.0
101,3.2,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,19699.0
102,3.2,16.0,32.0,0.0,0.0,1.0,22000.0,0.0,0.0,263990.0
103,3.3,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3000.0,8980.0
104,3.3,2.0,2.0,0.0,0.0,1.0,2000.0,0.0,0.0,6790.0
105,3.3,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,19745.0
106,3.3,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,27883.0
107,3.3,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,24859.0
108,3.3,4.0,8.0,0.0,0.0,0.0,0.0,1.0,10000.0,242931.0
109,3.3,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,37729.0
110,3.3,8.0,16.0,0.0,0.0,1.0,24750.0,0.0,0.0,282350.0
111,3.3,10.0,20.0,0.0,0.0,0.0,0.0,1.0,16500.0,63770.0
112,3.3,10.0,20.0,0.0,0.0,1.0,13750.0,0.0,0.0,115499.0
113,3.3,12.0,24.0,0.0,0.0,1.0,19250.0,0.0,0.0,186999.0
114,3.3,14.0,28.0,0.0,0.0,0.0,0.0,1.0,19250.0,88800.0
115,3.3,14.0,28.0,0.0,0.0,1.0,19250.0,0.0,0.0,102980.0
116,3.4,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,15675.0
117,3.4,2.0,4.0,1.0,1000.0,1.0,4000.0,0.0,0.0,6688.0
118,3.4,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,27225.0
119,3.4,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,26260.0
120,3.4,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,34980.0
121,3.4,6.0,6.0,0.0,0.0,0.0,0.0,1.0,12000.0,36000.0
122,3.4,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,36519.0
123,3.4,6.0,12.0,0.0,0.0,1.0,19250.0,0.0,0.0,205990.0
124,3.4,6.0,12.0,1.0,3000.0,1.0,16000.0,0.0,0.0,15070.0
125,3.4,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,19816.0
126,3.4,16.0,32.0,1.0,8000.0,1.0,32000.0,0.0,0.0,67800.0
127,3.5,2.0,4.0,0.0,0.0,1.0,3000.0,0.0,0.0,7205.0
128,3.5,2.0,4.0,0.0,0.0,1.0,4000.0,0.0,0.0,19724.0
129,3.5,2.0,4.0,1.0,1000.0,1.0,4000.0,0.0,0.0,7678.0
130,3.5,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,26480.0
131,3.5,4.0,4.0,0.0,0.0,0.0,0.0,1.0,12000.0,28269.0
132,3.5,4.0,4.0,1.0,2000.0,1.0,4000.0,0.0,0.0,11480.0
133,3.5,4.0,4.0,1.0,2000.0,1.0,8000.0,0.0,0.0,11170.0
134,3.5,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,32389.0
135,3.5,4.0,8.0,0.0,0.0,1.0,10000.0,0.0,0.0,35445.0
136,3.5,4.0,8.0,1.0,2000.0,1.0,16000.0,0.0,0.0,14391.0
137,3.5,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,41359.0
138,3.5,6.0,12.0,0.0,0.0,0.0,0.0,1.0,15000.0,70370.0
139,3.5,6.0,12.0,0.0,0.0,1.0,8250.0,0.0,0.0,49798.0
140,3.5,8.0,16.0,0.0,0.0,1.0,16500.0,0.0,0.0,102959.0
141,3.5,10.0,20.0,0.0,0.0,0.0,0.0,1.0,19250.0,69563.0
142,3.5,12.0,24.0,0.0,0.0,0.0,0.0,1.0,19250.0,81400.0
143,3.5,12.0,24.0,0.0,0.0,1.0,19250.0,0.0,0.0,94050.0
144,3.5,12.0,24.0,1.0,6000.0,1.0,32000.0,0.0,0.0,32978.0
145,3.5,16.0,32.0,1.0,8000.0,1.0,32000.0,0.0,0.0,65978.0
146,3.5,16.0,32.0,1.0,8000.0,1.0,64000.0,0.0,0.0,97799.0
147,3.6,2.0,2.0,0.0,0.0,1.0,3000.0,0.0,0.0,12540.0
148,3.6,2.0,4.0,0.0,0.0,1.0,3000.0,0.0,0.0,10842.0
149,3.6,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,9217.0
150,3.6,4.0,4.0,0.0,0.0,1.0,6000.0,0.0,0.0,14762.0
151,3.6,4.0,4.0,1.0,2000.0,1.0,4000.0,0.0,0.0,12577.0
152,3.6,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,39447.0
153,3.6,4.0,8.0,0.0,0.0,0.0,0.0,1.0,12000.0,36000.0
154,3.6,4.0,8.0,0.0,0.0,1.0,8250.0,0.0,0.0,37690.0
155,3.6,4.0,8.0,0.0,0.0,1.0,16500.0,0.0,0.0,149890.0
156,3.6,4.0,8.0,1.0,2000.0,1.0,4000.0,0.0,0.0,16470.0
157,3.6,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,31900.0
158,3.6,6.0,12.0,0.0,0.0,1.0,8250.0,0.0,0.0,87371.0
159,3.6,6.0,12.0,0.0,0.0,1.0,15000.0,0.0,0.0,77204.0
160,3.6,6.0,12.0,1.0,3000.0,1.0,16000.0,0.0,0.0,16478.0
161,3.6,6.0,12.0,1.0,3000.0,1.0,32000.0,0.0,0.0,24367.0
162,3.6,8.0,8.0,0.0,0.0,0.0,0.0,1.0,12000.0,43428.0
163,3.6,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16000.0,53122.0
164,3.6,8.0,16.0,0.0,0.0,1.0,11000.0,0.0,0.0,51480.0
165,3.6,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,21250.0
166,3.6,8.0,16.0,1.0,4000.0,1.0,32000.0,0.0,0.0,40730.0
167,3.7,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,19639.0
168,3.7,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,6680.0
169,3.7,2.0,4.0,0.0,0.0,1.0,3000.0,0.0,0.0,12524.0
170,3.7,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,18565.0
171,3.7,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,36959.0
172,3.7,4.0,8.0,1.0,2000.0,1.0,4000.0,0.0,0.0,19480.0
173,3.7,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,22850.0
174,3.7,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,45280.0
175,3.7,6.0,12.0,0.0,0.0,1.0,8250.0,0.0,0.0,104590.0
176,3.7,8.0,16.0,0.0,0.0,1.0,11000.0,0.0,0.0,159839.0
177,3.7,8.0,16.0,0.0,0.0,1.0,16500.0,0.0,0.0,159490.0
178,3.7,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,23469.0
179,3.7,10.0,20.0,0.0,0.0,1.0,19250.0,0.0,0.0,75679.0
180,3.7,32.0,64.0,1.0,16000.0,1.0,128000.0,0.0,0.0,252500.0
181,3.8,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,6960.0
182,3.8,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,32389.0
183,3.8,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,40538.0
184,3.8,4.0,8.0,0.0,0.0,1.0,17000.0,0.0,0.0,863000.0
185,3.8,6.0,12.0,1.0,3000.0,1.0,32000.0,0.0,0.0,29173.0
186,3.8,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16500.0,43880.0
187,3.8,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,20169.0
188,3.8,12.0,24.0,1.0,6000.0,1.0,64000.0,0.0,0.0,60800.0
189,3.8,24.0,48.0,1.0,12000.0,1.0,128000.0,0.0,0.0,177800.0
190,3.9,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,15400.0
191,3.9,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,10945.0
192,3.9,8.0,16.0,1.0,4000.0,1.0,32000.0,0.0,0.0,47573.0
193,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,12000.0,11869.0
194,4.0,2.0,4.0,0.0,0.0,1.0,4000.0,0.0,0.0,19644.0
195,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,18259.0
196,4.0,4.0,4.0,0.0,0.0,1.0,8000.0,0.0,0.0,19970.0
197,4.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,40780.0
198,4.0,4.0,8.0,0.0,0.0,1.0,8250.0,0.0,0.0,64799.0
199,4.0,8.0,16.0,0.0,0.0,1.0,16000.0,0.0,0.0,65790.0
200,4.1,2.0,4.0,0.0,0.0,1.0,4000.0,0.0,0.0,20964.0
201,4.2,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,24035.0
202,4.2,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,47025.0
